City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Ostersund,SE,63.1792,14.6357,31.6,93,20,31.0,few clouds
454,Shuangyang,CN,43.5242,125.6736,20.08,32,0,10.33,clear sky
455,Dali,CN,25.7,100.1833,58.62,43,0,6.31,clear sky
456,Ruston,US,32.5232,-92.6379,55.22,94,100,0.0,overcast clouds
457,Shenkursk,RU,62.1091,42.896,10.09,88,21,2.17,few clouds
458,Maniitsoq,GL,65.4167,-52.9,24.75,65,18,2.44,few clouds
459,Lata,PT,40.1629,-8.3327,53.82,56,55,2.95,broken clouds
460,Broken Hill,AU,-31.95,141.4333,81.39,22,100,7.2,overcast clouds
461,Edd,ER,13.9297,41.6925,90.09,44,0,17.83,clear sky
462,Aranjuez,ES,40.0311,-3.6025,52.54,52,64,2.01,broken clouds
463,Acapulco,MX,16.8634,-99.8901,76.82,88,0,2.3,clear sky
464,Lagoa,PT,39.05,-27.9833,61.27,59,100,18.79,overcast clouds
465,Arman,RU,59.7,150.1667,-10.77,85,50,12.53,scattered clouds
466,Thakurgaon,BD,26.0333,88.4667,80.92,39,0,0.96,clear sky
467,Coahuayana,MX,18.7333,-103.6833,71.28,92,95,3.11,overcast clouds
468,Zhigansk,RU,66.7697,123.3711,-33.81,97,100,8.61,overcast clouds
469,Ukiah,US,39.1502,-123.2078,56.05,84,0,3.44,clear sky
470,Henties Bay,NA,-22.116,14.2845,63.27,72,11,14.34,few clouds
471,Yining,CN,29.0361,114.5636,64.13,70,2,3.15,clear sky
472,Masuguru,TZ,-11.3667,38.4167,98.71,22,11,5.08,few clouds
473,Itarema,BR,-2.9248,-39.9167,80.51,72,69,13.31,broken clouds
474,Kupang,ID,-10.1667,123.5833,77.58,100,75,3.44,broken clouds
475,Khasan,RU,42.4308,130.6434,29.93,43,0,19.84,clear sky
476,Douglas,US,41.3,-96.167,37.38,69,0,10.36,clear sky
477,Berlevag,NO,70.8578,29.0864,26.4,80,42,12.66,scattered clouds
478,Luza,RU,60.6308,47.2512,12.92,81,7,3.51,clear sky
479,Jijiga,ET,9.35,42.8,77.05,23,4,8.97,clear sky
480,Izmit,TR,40.7669,29.9169,48.4,93,75,4.61,broken clouds
481,Non Thai,TH,15.1981,102.0358,90.09,76,89,4.25,overcast clouds
482,Capaci,IT,38.1711,13.2393,60.26,86,75,5.75,broken clouds
483,Lysyye Gory,RU,51.5506,44.8414,37.83,80,100,13.89,overcast clouds
484,Podosinovets,RU,60.2776,47.0659,13.73,84,10,3.74,clear sky
485,Srednekolymsk,RU,67.45,153.6833,-24.65,99,98,6.17,overcast clouds
486,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,16.11,moderate rain
487,Huarmey,PE,-10.0681,-78.1522,65.86,93,75,6.08,broken clouds
488,Emba,KZ,48.8264,58.1442,24.01,49,96,19.42,overcast clouds
489,Kanchanaburi,TH,14.6333,99.1,79.0,90,79,3.6,broken clouds
490,Yazd,IR,31.8972,54.3675,75.31,19,0,4.61,clear sky
491,Gat,IL,31.61,34.7642,68.68,100,69,12.28,broken clouds
492,Chuy,UY,-33.6971,-53.4616,66.74,83,0,6.51,clear sky
493,Cardston,CA,49.2,-113.3019,28.69,86,100,2.3,overcast clouds
494,Auki,SB,-8.7676,160.7034,78.28,86,91,2.95,overcast clouds
495,Baoqing,CN,46.3317,132.2111,18.61,61,85,14.47,overcast clouds
496,Puerto Ayacucho,VE,5.6639,-67.6236,73.09,93,95,2.44,overcast clouds
497,Tynda,RU,55.1667,124.7167,-14.21,96,100,2.19,overcast clouds
498,Hermosillo,MX,29.0667,-110.9667,59.85,40,0,1.99,clear sky
499,Port Hedland,AU,-20.3167,118.5667,84.25,65,92,18.41,overcast clouds
500,Port Hawkesbury,CA,45.6169,-61.3485,48.9,99,100,26.46,mist
501,Arlit,NE,18.7369,7.3853,79.16,16,54,2.37,broken clouds
502,Sisimiut,GL,66.9395,-53.6735,17.11,92,73,11.1,broken clouds
503,Anqiu,CN,36.4342,119.1925,42.37,40,5,4.47,clear sky
504,Basco,PH,20.4487,121.9702,81.99,78,80,8.84,broken clouds
505,Paamiut,GL,61.994,-49.6678,27.0,83,13,17.74,few clouds
506,Wajima,JP,37.4,136.9,56.08,94,75,2.3,broken clouds
507,San Sebastian De Los Reyes,ES,40.5443,-3.6159,50.86,75,0,3.44,clear sky
508,Lannion,FR,48.75,-3.4167,53.01,92,0,11.5,clear sky
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,62,40,8.95,scattered clouds
510,Huilong,CN,31.8111,121.655,60.3,80,3,9.04,clear sky
511,Mehamn,NO,71.0357,27.8492,24.75,86,13,11.5,few clouds
512,Kargopol,RU,61.5071,38.9456,13.08,85,42,2.55,scattered clouds
513,Mahajanga,MG,-15.7167,46.3167,95.02,36,20,9.22,few clouds
514,Lewiston,US,44.1003,-70.2148,36.79,68,100,19.57,overcast clouds
515,Marawi,PH,7.9986,124.2928,70.34,95,59,1.92,light rain
516,Maraa,BR,-1.8333,-65.3667,71.31,99,100,0.74,overcast clouds
517,Saint-Francois,FR,46.4154,3.9054,43.68,100,100,3.44,overcast clouds
518,Moose Factory,CA,51.2585,-80.6094,33.8,80,100,18.41,overcast clouds
519,Saint-Augustin,CA,51.226,-58.6502,23.47,94,100,6.8,overcast clouds
520,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.73,99,99,0.56,moderate rain
521,Abbeville,FR,50.1,1.8333,50.25,82,100,10.4,overcast clouds
522,San Nicolas,PH,18.1725,120.5953,84.11,84,20,11.5,few clouds
523,Moron,AR,-34.6534,-58.6198,70.02,84,41,8.61,scattered clouds
524,Tazovskiy,RU,67.4667,78.7,-14.24,99,40,6.42,scattered clouds
525,Plettenberg Bay,ZA,-34.0527,23.3716,66.47,53,43,10.31,scattered clouds
526,Dobryanka,RU,58.4619,56.4165,14.04,90,92,6.42,light snow
527,Espanola,US,35.9911,-106.0806,37.83,43,4,3.29,clear sky
528,Copiapo,CL,-27.3667,-70.3333,56.89,46,0,0.43,clear sky
529,Kathu,TH,7.9178,98.3332,84.02,74,61,10.8,broken clouds
530,Beringovskiy,RU,63.05,179.3167,2.25,99,87,4.59,overcast clouds
531,Samarinda,ID,-0.5,117.15,77.7,95,99,2.89,overcast clouds
532,Sovetskiy,RU,61.3614,63.5842,0.63,92,15,5.55,few clouds
533,Ternate,ID,0.8,127.4,82.26,77,99,6.42,overcast clouds
534,Honningsvag,NO,70.9821,25.9704,29.95,80,40,19.57,scattered clouds
535,Devils Lake,US,48.1128,-98.8651,37.38,77,0,12.66,clear sky
536,Arkhangelsk,RU,64.5401,40.5433,5.11,92,40,2.24,scattered clouds
537,Akcakoca,TR,41.0866,31.1162,51.03,71,91,7.18,overcast clouds
538,Moramanga,MG,-18.9333,48.2,80.69,37,18,7.49,few clouds
539,Sobolevo,RU,54.4299,31.8996,31.77,98,100,10.74,snow
540,Nabire,ID,-3.3667,135.4833,78.28,85,73,1.12,light rain
541,Camocim,BR,-2.9022,-40.8411,78.28,77,76,9.75,broken clouds
542,Magadan,RU,59.5667,150.8,-3.14,77,66,14.85,broken clouds
543,Jasper,US,37.2001,-94.3502,38.64,90,0,4.61,clear sky
544,Manaquiri,BR,-3.3167,-60.35,79.25,88,100,2.19,overcast clouds
545,Te Anau,NZ,-45.4167,167.7167,40.91,98,95,3.8,overcast clouds
546,Yumen,CN,40.2833,97.2,39.07,32,3,17.63,clear sky
547,Virginia Beach,US,36.8529,-75.978,51.84,60,0,13.8,clear sky
548,Trairi,BR,-3.2778,-39.2689,81.82,66,96,11.83,overcast clouds
549,Yar-Sale,RU,66.8333,70.8333,-3.96,100,63,4.61,broken clouds
550,Dubbo,AU,-32.25,148.6167,73.53,33,52,0.0,broken clouds
551,Ciudad Bolivar,VE,8.1222,-63.5497,74.35,89,100,6.33,overcast clouds
552,Cooma,AU,-36.2333,149.1333,56.59,69,100,5.95,overcast clouds
553,Kainantu,PG,-6.2887,145.8655,61.11,94,79,2.35,broken clouds
554,Vaitape,PF,-16.5167,-151.75,78.26,75,75,16.11,broken clouds
555,Pinyug,RU,60.251,47.7842,13.26,84,10,3.89,clear sky
556,Mayo,US,38.8876,-76.5119,44.98,71,0,6.91,clear sky
557,Acajutla,SV,13.5928,-89.8275,76.37,86,97,4.74,overcast clouds
558,Palmer,US,42.1584,-72.3287,39.45,58,100,10.36,overcast clouds
559,Sinjar,IQ,36.3209,41.8754,58.48,56,55,9.22,broken clouds
560,Teknaf,BD,20.8624,92.3058,80.29,63,78,9.86,broken clouds
561,Anadyr,RU,64.75,177.4833,16.3,86,75,2.24,light snow
562,Sulina,RO,45.1559,29.6536,44.56,64,71,17.58,broken clouds
563,Luchow,DE,52.9667,11.15,46.11,86,1,7.72,clear sky
564,Columbus,US,39.9612,-82.9988,34.32,95,0,3.44,mist
565,Ciego De Avila,CU,21.84,-78.7619,70.74,94,3,4.34,clear sky
566,Abu Samrah,SY,35.3029,37.1841,60.89,56,19,17.6,few clouds
567,Olsztyn,PL,53.7799,20.4942,30.16,83,93,3.98,overcast clouds
568,Soma,TR,39.1855,27.6094,53.02,57,34,10.38,scattered clouds
569,Belaya Gora,RU,68.5333,146.4167,-25.04,100,99,1.81,overcast clouds
570,Anahuac,MX,27.2333,-100.15,50.38,78,100,11.97,overcast clouds
571,Thornaby,GB,54.5333,-1.3,47.28,90,20,20.71,few clouds
572,Morrope,PE,-6.5417,-80.0111,63.09,96,89,6.55,overcast clouds
573,Ayame,CI,5.6083,-3.1563,85.82,62,20,3.29,few clouds
574,Ust-Tarka,RU,55.5672,75.705,-10.52,92,11,6.15,few clouds
575,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.31,99,97,1.21,overcast clouds
576,Denpasar,ID,-8.65,115.2167,76.71,100,75,6.91,broken clouds
577,Huai Yot,TH,7.7893,99.6348,83.82,77,71,6.15,broken clouds
578,Barranca,PE,-10.75,-77.7667,64.96,91,79,5.44,broken clouds
579,Koppal,IN,15.35,76.15,85.35,46,88,5.01,overcast clouds
580,Husavik,IS,66.0449,-17.3389,39.96,98,100,5.1,overcast clouds
581,Zhezkazgan,KZ,47.8043,67.7144,17.58,45,0,22.37,clear sky
582,Lock Haven,US,41.137,-77.4469,40.62,76,7,3.51,clear sky
583,Ponta Delgada,PT,37.7333,-25.6667,63.5,77,40,9.22,scattered clouds
584,Pasighat,IN,28.0667,95.3333,72.25,58,0,1.12,clear sky
585,Sarab,IR,38.6066,44.9883,53.29,61,71,11.48,broken clouds
586,Kibala,TD,9.1104,18.3463,89.55,29,0,6.91,clear sky
587,West Wendover,US,40.7391,-114.0733,22.21,80,0,0.0,clear sky
588,Lerwick,GB,60.1545,-1.1494,51.8,85,100,19.37,overcast clouds
589,Nizhniy Baskunchak,RU,48.2198,46.8311,46.26,61,100,21.32,overcast clouds
590,Ambilobe,MG,-13.2,49.05,96.28,26,0,2.84,clear sky
591,Minden,DE,52.2833,8.9167,45.95,94,24,4.61,few clouds
592,Ambulu,ID,-8.345,113.6058,75.2,92,100,4.12,light rain
593,Madimba,TZ,-10.4,40.3333,87.12,58,75,14.97,broken clouds
594,Lompoc,US,34.6391,-120.4579,52.59,71,0,3.44,clear sky
595,Ozernovskiy,RU,51.5,156.5167,28.99,56,58,9.57,broken clouds
596,Wageningen,NL,51.9667,5.6667,43.95,98,100,5.75,mist
597,Aden,YE,12.7794,45.0367,80.96,67,0,14.2,clear sky
598,Kendari,ID,-3.945,122.4989,79.79,81,26,2.59,scattered clouds
599,Rundu,NA,-17.9333,19.7667,88.63,34,73,10.83,broken clouds
600,Cabedelo,BR,-6.9811,-34.8339,75.87,72,51,9.57,broken clouds
601,Rockport,US,28.0206,-97.0544,57.24,94,100,25.32,overcast clouds
602,Larvik,NO,59.0533,10.0352,43.92,98,100,5.75,drizzle
603,Kopavogur,IS,64.1123,-21.913,41.22,87,100,12.66,moderate rain
604,Tulungagung,ID,-8.0657,111.9025,75.38,94,100,4.0,moderate rain
605,Baruun-Urt,MN,46.6806,113.2792,9.25,70,100,5.99,overcast clouds
606,Kamariotissa,GR,40.4833,25.4667,52.88,61,98,13.94,overcast clouds
607,Grimshaw,CA,56.1834,-117.6027,27.16,86,20,3.44,few clouds
608,Curillo,CO,1.0333,-75.9191,69.8,98,100,0.89,overcast clouds
609,Port Hardy,CA,50.6996,-127.4199,42.98,100,100,3.44,light intensity shower rain
610,Oranjemund,NA,-28.55,16.4333,66.36,63,0,22.91,clear sky
611,Phalaborwa,ZA,-23.943,31.1411,79.88,59,97,10.13,overcast clouds
612,Graham,US,47.0529,-122.2943,38.59,92,100,0.0,mist
613,Qaqortoq,GL,60.7167,-46.0333,33.17,70,100,8.9,overcast clouds
614,Sao Sebastiao,BR,-23.76,-45.4097,70.54,83,98,3.71,light rain
615,Siddipet,IN,18.1,78.85,82.29,32,4,6.35,clear sky
616,Eureka,US,40.8021,-124.1637,50.61,93,100,6.17,overcast clouds
617,San Ramon,US,37.7799,-121.978,56.26,45,0,6.91,clear sky
618,Gushikawa,JP,26.3544,127.8686,74.43,78,75,11.5,broken clouds
619,Olinda,BR,-8.0089,-34.8553,80.33,74,75,5.75,broken clouds
620,Athens,GR,37.9795,23.7162,63.1,48,20,9.22,few clouds
621,Zermatt,CH,46.0213,7.7491,38.55,22,52,13.8,broken clouds
622,Bizhbulyak,RU,53.6967,54.2642,16.0,78,100,13.62,overcast clouds
623,Tabas,IR,33.5959,56.9244,73.29,15,4,2.98,clear sky
624,Mareeba,AU,-17.0,145.4333,74.48,92,73,3.4,broken clouds
625,Glenwood Springs,US,39.5505,-107.3248,42.03,54,0,5.75,clear sky
626,Mitsamiouli,KM,-11.3847,43.2844,88.09,62,20,12.66,few clouds
627,Kuandian,CN,40.7286,124.7847,25.9,35,1,3.31,clear sky
628,Jutai,BR,-5.1833,-68.9,71.85,98,100,1.25,overcast clouds
629,Apatou,GF,5.155,-54.3472,72.34,99,77,1.99,broken clouds
630,Maceio,BR,-9.6658,-35.7353,74.64,94,40,4.61,scattered clouds
631,Beibei,CN,29.8256,106.4339,69.37,67,100,5.41,overcast clouds
632,Qesarya,IL,32.5189,34.9046,67.96,54,55,17.16,broken clouds
633,Tupik,RU,54.4253,119.9327,-14.26,100,92,1.21,overcast clouds
634,Ocean City,US,39.2776,-74.5746,43.99,71,1,3.0,clear sky
635,Nara,JP,34.6851,135.8049,57.49,65,41,3.22,scattered clouds
636,Hovd,MN,48.0056,91.6419,22.78,30,0,17.22,clear sky
637,Almaznyy,RU,48.0448,40.045,38.5,80,100,11.56,overcast clouds
638,Manbij,SY,36.5281,37.9549,52.39,80,100,11.07,overcast clouds
639,Yeppoon,AU,-23.1333,150.7333,80.38,73,55,9.37,broken clouds
640,Fatehpur,IN,25.9333,80.8,77.4,26,9,5.79,clear sky
641,Alugan,PH,12.2188,125.4808,80.58,81,70,9.95,broken clouds
642,Port-Gentil,GA,-0.7193,8.7815,80.56,78,40,2.3,scattered clouds
643,Kargasok,RU,59.0556,80.8572,-18.58,94,17,7.09,few clouds
644,Asyut,EG,27.181,31.1837,71.78,38,2,8.63,clear sky
645,Jieshi,CN,22.8134,115.8257,72.43,86,100,6.46,overcast clouds
646,Manakara,MG,-22.1333,48.0167,83.01,56,80,12.77,broken clouds
647,Malakwal,PK,32.5536,73.2123,77.92,18,0,0.65,clear sky
648,Grand Gaube,MU,-20.0064,57.6608,82.8,60,37,11.99,scattered clouds
649,Molde,NO,62.7375,7.1591,48.04,53,75,8.05,broken clouds
650,Rehoboth,NA,-23.3167,17.0833,87.58,12,0,2.98,clear sky
651,Tinglev,DK,54.931,9.2524,47.75,99,10,5.75,clear sky
652,Lorengau,PG,-2.0226,147.2712,82.36,68,61,4.41,broken clouds
653,Les Cayes,HT,18.2,-73.75,74.88,82,2,4.12,clear sky
654,Isla Vista,US,34.4133,-119.861,62.46,43,0,0.0,clear sky
655,Tessalit,ML,20.1986,1.0114,79.12,15,98,12.71,overcast clouds
656,Kapuskasing,CA,49.4169,-82.4331,32.09,86,75,8.05,broken clouds
657,Viedma,AR,-40.8135,-62.9967,72.18,35,100,2.57,overcast clouds
658,Saurimo,AO,-9.6608,20.3916,77.32,69,75,6.91,broken clouds
659,Emilio Carranza,MX,19.9711,-96.6114,73.8,92,94,4.88,overcast clouds
660,Dingolfing,DE,48.6333,12.5,44.6,89,100,7.09,overcast clouds
661,Umm Lajj,SA,25.0213,37.2685,79.83,39,0,15.05,clear sky
662,Ryotsu,JP,38.0833,138.4333,57.11,74,74,9.64,broken clouds
663,Guilin,CN,25.2819,110.2864,68.11,81,98,3.4,overcast clouds
664,Sadalgi,IN,16.5667,74.55,89.47,36,41,3.47,scattered clouds
665,Najran,SA,17.4924,44.1277,75.85,25,1,12.12,clear sky
666,Ulaangom,MN,49.9811,92.0667,14.16,74,100,14.07,light snow
667,Nalut,LY,30.3333,10.85,69.96,33,100,12.03,overcast clouds
668,Manitouwadge,CA,49.1215,-85.8403,36.32,91,100,13.2,overcast clouds
669,Waddan,LY,29.1614,16.139,68.49,52,48,5.86,scattered clouds
670,Sucha Beskidzka,PL,49.7419,19.5943,44.01,95,97,2.57,overcast clouds
671,Visnes,NO,59.3556,5.2242,49.21,93,75,9.22,broken clouds
672,Pangody,RU,65.85,74.4859,-12.32,100,65,5.64,broken clouds
673,Karasjok,NO,69.4719,25.5112,9.1,98,23,5.08,few clouds
674,Mamit,IN,23.9333,92.4833,83.23,51,0,3.44,haze
675,Atambua,ID,-9.1061,124.8925,77.18,77,100,1.7,heavy intensity rain
676,Khandyga,RU,62.6667,135.6,-46.44,100,64,0.85,broken clouds
677,Vallenar,CL,-28.5708,-70.7581,66.25,42,53,2.48,broken clouds
678,Illela,NG,13.7292,5.2975,83.98,11,84,18.43,broken clouds
679,Lola,GN,7.8,-8.5333,83.12,52,0,0.63,clear sky
680,Broome,US,42.2506,-75.833,37.65,75,75,11.5,broken clouds
681,Ruthin,GB,53.1137,-3.3178,53.31,87,100,8.01,moderate rain
682,Bitung,ID,1.4451,125.1824,85.05,79,100,7.56,overcast clouds
